column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9,column 10,column 11
3439224978,:notes::arrow_forward:Party @MasterKGsa @makhadzi  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
225610,Just popped to a couple of local shops so showed them the respect of wearing a muzzle for the first time.  It was really horrible and didn’t take long before I was feeling short of breath. How have you lot been putting up with this? #masks,face masks,AGAINST,1,,,,,,
40824,The people who say wearing a mask is living in fear are the same people who are afraid of sharing a public restroom with a transgender person. #COVIDIOT,face masks,FAVOR,0,,,,,,
2627140842,@fabiiiihola Nope!,stay at home orders,NONE,0,,,,,,
2038219,@mrswhite321 @Rachael1418 @GovMikeDeWine It isn’t. Mask or ventilator. Make your choice.,face masks,FAVOR,0,,,,,,
2624492189,"Due to the long shut-down, parents are finding it difficult to pay the school fees. Schools are refraining from pressurising parents on humanitarian grounds.",school closures,NONE,0,,,,,,
506610,"@BardsFM Today in California I went into Walmart. I was asked to put on a mask and I kindly said I have a health condition. She said no problem and let me in. I was the only person in the store without one. Instead of evil stares, people were happy to see",face masks,NONE,1,,,,,,
731784,"@MBellmoore @edmontonleon @kindermeg You're a moron Mitchell. But I scrolled your TL, so it's not exactly a surprise to me. Don't like the mandatory masks, feel free to stay home, away from the people are capable of critical thinking",face masks,FAVOR,0,,,,,,
2408676884,Thanks Facebook for allowing groups to spread anti-science and anti-vax information on their platform. Bottom line is that vaccines work. Don't like your kids vaccinations it? That's your right but don't expect others to make exceptions for your selfishness.,school closures,NONE,0,,,,,,
1391112,"Several of my @SUNYRockland students are afraid &amp; anxious to be on campus. I told them I respect their concerns &amp; am OK with them going virtual, as long as the Chair &amp; Dean are notified. @SUNYChancellor @SUNY @rockhealth @InsideRockland @Rockland_News #COVID19",school closures,FAVOR,0,,,,,,
44631,"@GovAndyBeshear @BritainyBeshear No kids are dying dumbass.  stop the fear mongering, now you have your wife doing it too?  Jeez.  See you at St. Matthews baseball fields tonight, I'll be the one without a mask.",face masks,AGAINST,0,,,,,,
1656305796,Dont u think Staff Selection Commision should postpone its upcoming exams due to coronavirus ?  #COVID19  #postponeAllExams  #postponeSSCexams #CoronaAlert #CoronaKoDhona,school closures,NONE,0,,,,,,
4194143623,What a lack of intestinal fortitude @ScottMorrisonMP you will have the deaths of Australians on your hands. When we reach 12 pages of obituaries like Italy please look in the mirror for the cause. #lockusdown #COVID19Aus #coronavirus,school closures,NONE,0,,,,,,
2891655,"What happen to our world is like in a movie title 'Bird Box' But the different; we are dealing to the virus, in order to be safe we need to stay in side our house to be safe.",stay at home orders,FAVOR,1,,,,,,
505171037,@ProfKarolSikora End the lockdown and social distancing now #Scamdemic,face masks,NONE,0,,,,,,
2872934771,:notes::arrow_forward:Gbona @burnaboy    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3492140899,@JuddApatow The numbers are staggering.,face masks,NONE,0,,,,,,
369252,Just a query... Are we still washing vegetables like we did in April..May.....!! Are we still staying home..!! Are we still  properly sanitizing everything ..!!,stay at home orders,FAVOR,0,,,,,,
1.48758E+12,"You should wear a mask. Not just because of Covid, but cause you ugly.",face masks,FAVOR,0,,,,,,
3694992,Any district that opens up in August for F2F better not ever use the term “data driven” ever again to describe their academic mission statement if they choose to ignore the overwhelming amount of data telling us to stay home. #SchoolReopening #COVID19,school closures,FAVOR,0,,,,,,
949848970,Regardless if a teacher gets Coronavirus the government are still stating ONLY if you come back from an infected country are you allowed to self quarantine or you will not get paid ARE WE NOT A FUCKIN INFECTED COUNTRY?? #COVID2019uk #coronavirus #coronavirusuk,school closures,NONE,0,,,,,,
3569475,"The Trump Cult can send their children to school because obviously they are not to smart, but SMART Americans are NOT sending our children to the SUPER SPREADER schools. Absolutely RIDICULOUS for politicians to expect this while the virus is out of control!!!",school closures,FAVOR,1,,,,,,
2643471812,"@RedState @AOC's crime explanation ...   I don't have an issue with what she said, yes, the government (though not mentioned by her) has destroyed people's lives and some have resorted to crime to survive. Now, WTF do you plan on doing about it?",stay at home orders,NONE,0,,,,,,
2512093,"The children have and are still  undergoing such a big change. The only constant is     their home, parents, teachers &amp; schools. With Schools stopping can you imagine the turmoil all of them will undergo. Just think, think and think",school closures,AGAINST,1,,,,,,
1330628,Betsy DeVos wants to force children into crowded schools during a pandemic because teaching kids that Republicans don't care if they live or die is the closest thing to an education that she's willing to give them.,school closures,FAVOR,1,,,,,,
1392122,During these testing times Gujarat government should support schools that are finding new ways to bring normalcy in the lives of the school going children.,school closures,AGAINST,0,,,,,,
2414849,Someone please remind me why a virus with 90%+ survival rate is still causing lockdowns?  #Covid_19,stay at home orders,AGAINST,1,,,,,,
3155185,"@MattHancock @NHSX Please stop wasting more of our money. The lockdown should have been lifted as soon as the NHS had capacity, instead thousands have missed urgent referrals and treatments for cancer and other illnesses.",stay at home orders,AGAINST,1,,,,,,
2385316,I’m noticing it’s mostly the childless crowd who are anti-mask. Maybe that attitude and the fact you’re childless are related? Stop being selfish. #TuesdayThoughtNuggets,face masks,FAVOR,1,,,,,,
1179137334,@MSNBC We have 3oz/80ml hand sanitizer in stock and ready to ship.  90% alcohol purity  99.9% potency   #handsanitizer #coronavirus #COVID19 #handwashing,school closures,NONE,0,,,,,,
387074071,when the number of new cases in Victoria is higher than my turnip prices will ever be :flushed:,stay at home orders,NONE,0,,,,,,
1484495,"@ICMdoc @lyndsay_hopkins @ShippersUnbound Yeah.... Actually no, the guidance has been a joke &amp; the why has been for corporate money making. Am over 50, v healthy, don't wear a mask (ever) or social distance (oxymoron). Won't have a vaccine, nor will I",face masks,AGAINST,1,,,,,,
2785915784,:notes::arrow_forward:Mj @Badboytimz  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3286038,"@BrianCorbett01 @AnaCabrera No one is cocky. THERE'S A PANDEMIC. Not that I would be on a plane FOR ANY REASON right now but if I was, I don't want your germs so #WearADamnMask . Wearing a mask is protecting OTHER PEOPLE so stop being so damn selfish. I w",face masks,FAVOR,1,,,,,,
1235767,@MonkmanFrances @NSWYoungLabor @NSWLabor @JodiMcKayMP It hasn't even been two weeks / a #Covid19 cycle since they were mandated?,face masks,NONE,1,,,,,,
309332518,It’s hard on the front lines to watch the choices of the population affect our most medically vulnerable.  Please,face masks,NONE,0,,,,,,
3883561,LOTS of masks in the mall today. YAY!! @CornwallCentre @RealTenille,face masks,FAVOR,0,,,,,,
4002691338,@matigary Mhofu dzorayi moyo even our culture does not permit such hostility,stay at home orders,NONE,0,,,,,,
2245157,@GoAngelo The mask is a human construct in response to a deadly virus. The least the mask does is to assist in not spreading the virus,face masks,AGAINST,1,,,,,,
53540,#Uber have a “No Mask No Ride” policy! Is that actually legal! #KBF,face masks,NONE,0,,,,,,
3751480,@donwinslow @PressSec says that the administration won’t let science stand in the way of opening the schools.   This can not stand.,school closures,FAVOR,0,,,,,,
214993542,":flag_for_United_States: #MondayThoughts  Well, I have a Great:smiley:Idea:  How about if you're pissin' &amp; moanin' Nonstop about this HEALS Act, then just REFUSE the $1200- bucks! (&amp; quit:woman_cartwheeling_medium-light_skin_tone::raised_hand_medium-light_skin_tone:your bitchin'...)  #AmericaFirst #KAG2020",stay at home orders,NONE,0,,,,,,
4256882520,:notes::arrow_forward:Time bomb @samini_dagaati @wizkidayo On #Totorimuzik @Djitchyfingazz:headphones: #spinning:arrows_counterclockwise: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
158651,@PritiJtweets Thanks for following my sweet friend &amp, Happy Birthday! #WritingCommunity #WearAMask,stay at home orders,FAVOR,0,,,,,
3725200,"@Rothwella1 I totally agree :thumbsup: in a bubble with my mum and dad now, who are still sheilding as vulnerable, but will not take any chances as I am doing their shopping, etc :heart: #SaveLives",face masks,FAVOR,0,,,,,,
541401,"@FoxNewsMom @BillStepien @GOPChairwoman Covid cases are coming down. What we need is someone who can lead us out of this madness. Trump is not ever gonna be the mask guy. On the other hand, if people see their kids back in school, and can go outside witho",face masks,FAVOR,1,,,,,,
1986073,Fuck this covid psyop and fuck your masks.,face masks,AGAINST,0,,,,,,
1252383,"@octaviaspencer Support each other in times of uncertainty, worries, anxiety and struggles with our feelings during the lockdown everywhere? What If we show more empathy, kindness and positivity? What if we listen and talk whenever we need it? #StayAtHome",face masks,NONE,1,,,,,,
1834692308,The obedient always think of themselves as virtuous rather than cowardly...,face masks,NONE,0,,,,,,
4283124637,:notes::arrow_forward:Assurance refix @davido On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
344526614,Today is my.. not doing anything day. Catch up on some reading... and golf on the TV. #BoringSunday,stay at home orders,NONE,0,,,,,,
4251164287,@Mikel_Jollett #DestroyDeJoy before he destroys the @USPS  #VoteByMail,stay at home orders,NONE,0,,,,,,
3920939410,"Okay here’s the plan, I found out you can get paid $1100 to test the first potential coronavirus vaccine. So who’s finna take one for the team?:eyes:",school closures,NONE,0,,,,,,
54925,IT’S BECAUSE OF YOU GUYS TYE VIRUS IS STILL A THING! WEAR A DAMN MASK I DONT CARE IF YOU WINE ABOUT “Not being able to breath” WEAR A DAMN VISOR THEN YOU ACTUAL RETARDS.,face masks,FAVOR,1,,,,,,
2999973,@DiPasqualeDeb @denisewu @hsbanik @NikkiHaley @realDonaldTrump But the kicker is that he canceled his convention because of skyrocketing COVID-19 but it is ok to send kids to school :thinking_face::thinking_face::thinking_face::thinking_face:,school closures,FAVOR,1,,,,,,
2378562,What's with the no mask thing? Do you really think life saving health laws are unconstitutional? Are you saying its okay for waiters to not wash their hands before handling your food? Get with it folks! Just WEAR THE DAMN MASK #Masks,face masks,FAVOR,0,,,,,,
714002,@realDonaldTrump The RNC is moving Trump Convention to outdoor space because of COVID but R’s want kids in schools!  #Covidiots #TrumpFailedAmerica #TrumpLiesPeopleDie,school closures,FAVOR,1,,,,,,
486850,@AngryAged @GarySte69982158 Masks do more harm than good. Even if you change your mask between shops your still wearing one oh and touching your face by doing so. Hope your wife feels better soon.,face masks,AGAINST,1,,,,,,
